branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,college_code,college_name,round
"IC CS-IoT, Cyber Security",141259,,,141109,,149330,129588,,,131305,,,130919,,,122947,,124915,194295,,268714,233760,,,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri",Mock1
IE Info.Science,121358,,,115862,,116220,109136,,,109751,,,104451,116678,,103522,,109604,249085,,,177871,,,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri",Mock1
ME Mechanical,,,,,,,,,,,,,,,,225981,,,,,,,,,E165,"Yenepoya Institute of Technology  Thodar,Moodbidri",Mock1
CE Civil,113761,,260314,132823,,,128462,183242,132165,129207,,,117443,,,111903,113197,116772,152115,,,184829,207868,,E166,K L E Institute of Technology  Hubli,Mock1
CS Computers,27344,,,21554,21637,26370,23551,,,18917,,,18089,,23814,16918,21256,22446,62546,69732,73759,48477,,66225,E166,K L E Institute of Technology  Hubli,Mock1
EC Electronics,42424,,,30999,33418,35291,44618,,,34176,,,30961,,34130,27738,31192,33311,104830,124366,145594,82678,,170761,E166,K L E Institute of Technology  Hubli,Mock1
EE Electrical,61202,,,43443,,63652,,,,58104,,,46310,,,39823,40631,59067,112615,,124163,165881,,,E166,K L E Institute of Technology  Hubli,Mock1
ME Mechanical,128635,256140,235836,113564,,,120953,,,113553,,232202,121553,130971,,109141,,131774,233204,,234077,206297,,,E166,K L E Institute of Technology  Hubli,Mock1
"AD Artificial Intel, Data Sc",79651,,,60234,,,74247,,,67314,,88081,56059,,,51860,55722,55773,138028,,,175581,,,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.",Mock1
CE Civil,,,,213849,,,175963,,,,,,151384,,,145444,152662,158225,194531,,213322,242919,,,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.",Mock1
CS Computers,43090,,,45198,,49978,38673,,,49292,,,39916,,42332,37159,37750,40904,116420,135095,132559,111366,,135494,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.",Mock1
EC Electronics,70065,,95779,55338,,,,,123346,61623,115688,,50720,,,50395,,50574,154994,,,130740,,,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.",Mock1
ME Mechanical,174801,,180293,229172,,,241939,,,252301,,,181522,,,144398,,174447,235650,,,251071,,,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.",Mock1
AI Artificial Intelligence,101443,135811,,103015,,117790,103801,,,,,,87559,,,83396,,93860,159727,,192959,189204,,,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
CE Civil,,,,267447,,,266837,,,259829,,,,,,241610,,,270123,,,,,,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
CS Computers,83253,,,90319,99945,91682,82861,,,77291,,,79254,,91206,71884,87307,89459,162394,,192053,149971,,211909,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
EC Electronics,106299,,,110426,,115519,136889,,,96845,,,103931,,,94446,103001,102707,204160,215906,236030,,,,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
IE Info.Science,99046,,121427,104761,,,115095,,,93876,,,101056,,,93846,115106,105921,202527,,271345,143364,,,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
ME Mechanical,,,,,,,,,,,,,,,,274315,,,,,,,,,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore",Mock1
AI Artificial Intelligence,65828,,,66283,,74083,63868,,,64987,,,58322,,67224,56750,57923,61151,166489,214929,189455,169408,,169593,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
CD Computer Sc. and Design,91723,,,91858,,97212,106840,,,103501,,,91398,,,83857,86260,93796,194900,,,189147,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
CE Civil,,,,,,,,,,258268,,,,,,241323,259074,255110,274342,,,,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
CS Computers,69092,,80408,63249,65344,67372,81855,,,53125,,60616,56339,,61414,51256,59088,60208,157711,166023,191057,141024,141671,153010,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
DS Comp. Sc. Engg- Data Sc.,83986,,,79741,,80717,78758,120460,,77671,,,70653,,,68545,,76169,182945,,224762,167655,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
EA Agriculture Engineering,129966,,,125380,,,151296,,,114850,,123672,122042,123317,,107187,,119326,148903,,,180924,,199577,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
EC Electronics,93039,,,85585,93575,86760,110563,,,81536,,,81673,,85427,75265,76458,79493,209090,,214855,195067,,218479,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
"IC CS-IoT, Cyber Security",98057,160267,101316,84440,,,100825,,131034,82373,,,82564,,,78176,,79300,231638,,,127539,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
IE Info.Science,81273,,,74973,,82002,82881,,,70060,,,72471,,,69488,70768,76165,201389,,,144429,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
ME Mechanical,250140,,,236954,,,,,,232750,,,210090,,,192354,211656,217016,204695,,,,,,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,",Mock1
AI Artificial Intelligence,81660,,,78854,,,76152,,,71022,,,77099,,,69996,86654,71479,134448,181394,169512,99511,,185156,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
CE Civil,,,,228546,,,,,,,,251640,,,,210982,,215243,241809,,,,,,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
CS Computers,78792,,,78628,82059,88916,73444,,,69866,,,75453,,81329,66849,67456,70309,149363,157954,159874,142508,,159790,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
EC Electronics,96035,,,101101,,101535,117403,,,94307,,,92384,,105879,91604,97329,100315,193050,,245033,221381,,234661,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
"IC CS-IoT, Cyber Security",108104,,,95933,121153,122716,109977,,154592,87561,,,87568,,,87449,98507,88734,182118,,,,,,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
IE Info.Science,87592,,,88098,,96851,80534,,,80078,,,82132,97788,,78104,,80914,164256,,168707,197271,,,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
ME Mechanical,,,,263116,,,,,,218224,,,,,,212305,,273566,266251,,,,,,E171,"Brindavan College of Engineering  Yelahanka, Bangalore",Mock1
CE Civil,,,,,,,,,,,,,,,,274851,,,,,,,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
CG Computer Science and Tech,95551,,,91399,,115916,110772,,,74590,,,78142,,,73565,93310,82194,163460,,180502,92001,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
CS Computers,69579,,,71228,72332,71411,76708,,,58318,,69197,58650,,72345,57120,71873,64086,146214,160597,175602,132492,,177981,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
EC Electronics,91593,,,86931,,,,,,,,95607,76308,,90306,72057,84268,85729,183361,190012,,172709,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
EE Electrical,131433,,,128453,131842,132853,150154,,,114254,,,119826,134614,,111736,,119840,220662,,271129,226087,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
EZ ELECTRONICS AND COMPUT,124307,,,114998,,138087,137776,,,107557,,,121567,,,98442,130199,122825,206789,,229120,207614,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
"IC CS-IoT, Cyber Security",107962,,,99333,,,96720,,103323,88025,,,89998,,,85237,125501,86531,189398,,,256446,,267935,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
IE Info.Science,89150,,,83812,97228,89214,100379,,,76415,,,75255,,,74510,,75344,193622,,240993,165424,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
ME Mechanical,,,,,,,,,,,,,,,,271711,,,,,,,,,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore",Mock1
"CA CS (AI, Machine Learning)",53958,,,66644,83666,82327,77292,,,54852,,,58181,,76933,53327,65620,67114,154384,257906,248748,111613,,223910,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
CE Civil,,,,171972,,,,,,183696,,,,,,170790,,243585,253653,,269602,,,,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
CS Computers,46080,,,43972,49924,50160,60035,,,38724,,,42788,,43093,38138,46477,41393,127685,168195,151102,146642,,147533,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
DS Comp. Sc. Engg- Data Sc.,66109,,80300,74910,,82822,88544,,,63195,,,68771,83900,,63079,68841,70263,187641,,258878,251209,,,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
EC Electronics,85895,,102412,80431,,95152,113535,,,70017,,80490,68633,,,65980,70021,73073,179434,,244224,189470,,,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
IE Info.Science,65742,94691,,64479,,80781,94218,,151269,56474,,68079,57947,,,56293,56378,60724,188878,,228717,186673,,,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
ME Mechanical,,,,156035,,,221975,,,131679,,,,,,131120,201548,197070,203235,,,,,,E173,Sai Vidya Institute of Technology  Bangalore,Mock1
CE Civil,,,,,,,,,,,,,,,,269758,,,,,,,,,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
CS Computers,103378,,,104493,,118060,96034,,,96310,,,93984,,95442,93506,97126,94898,181899,191339,198769,181280,,198168,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
EC Electronics,,142071,,109432,,,,,,,,115289,108267,,,103275,,112506,193386,,,173134,,,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
EE Electrical,,,210670,125983,,,147583,,,125917,,,,,,121849,,,230816,,,,,,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
IE Info.Science,108482,,,113920,,121774,117714,,,103559,,,106173,,,102848,119232,110332,210807,,267258,242951,,,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
ME Mechanical,,,,,,,,,,,,,,,,264963,,,,,,,,,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,",Mock1
"AD Artificial Intel, Data Sc",80854,,,81998,,101703,70637,,,81666,,,67232,,72352,66586,67049,69247,139624,,185312,136695,181777,270665,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
CB Comp. Sc. and Bus Sys.,136987,,190082,126139,,160591,106691,,,105511,,,101091,103291,,97604,99943,107990,233537,,267821,192670,,,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
CE Civil,,,,248797,,,,,,,,,229573,,,213475,,229318,254679,,262400,,,,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
CS Computers,64032,,,60605,63498,88097,61503,,,60117,,,53313,,64183,50466,52460,62507,144199,149737,177030,162379,,164901,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
EC Electronics,114283,,,81665,,89060,77820,,,82653,88001,112756,70264,,,69718,70940,78195,186322,,213673,216577,,,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
EE Electrical,139494,,152612,112239,,,117773,,,105602,,130372,101500,,,98587,109935,108742,257336,261827,,231297,,,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
ME Mechanical,,,,228520,,,273460,,,,,,192574,,,191311,193638,201104,,,,,,,E175,S.G.Balekundri Institute of Technology  Belgaum,Mock1
CE Civil,256736,,,245972,,,267850,,,,,,,,,228807,268250,232514,274184,,,,,,E176,Navodaya Institute of Technology  Raihcur,Mock1
CS Computers,97632,,,95638,,100497,98509,,,96321,,,97689,,,85670,94685,95223,157729,,178018,135705,,,E176,Navodaya Institute of Technology  Raihcur,Mock1
EC Electronics,,,,121174,,,,,,,,,125975,,,121081,,128796,193751,,,211237,,,E176,Navodaya Institute of Technology  Raihcur,Mock1
EE Electrical,164539,,,156323,,174511,,,,,,,,,158119,151153,,,235766,,,263784,,,E176,Navodaya Institute of Technology  Raihcur,Mock1
ME Mechanical,,,,,,,,,,,,,,,,206531,,,,,,,,,E176,Navodaya Institute of Technology  Raihcur,Mock1
"AD Artificial Intel, Data Sc",91324,,138934,103084,130265,,102574,,,89596,,,93864,,,86339,98348,89693,168823,,195974,194177,,209583,E177,Rajeev Institute of Technology  Hassan,Mock1
"CA CS (AI, Machine Learning)",110403,,,94836,,106564,88955,,,85537,,,92942,,,84131,103058,84986,178782,,229428,145915,,,E177,Rajeev Institute of Technology  Hassan,Mock1
CE Civil,,,,221136,,,,,,169950,,213423,,,,167988,,177367,216449,,,237490,,,E177,Rajeev Institute of Technology  Hassan,Mock1
CS Computers,89121,,,84350,89307,91231,92720,,,68766,,,72909,,77807,67883,86896,73247,144819,165918,167777,141301,,155176,E177,Rajeev Institute of Technology  Hassan,Mock1
EC Electronics,125405,,,108916,,110535,107783,,,92388,,,98676,,104243,92305,101094,96273,176623,186091,195154,240245,,245895,E177,Rajeev Institute of Technology  Hassan,Mock1
EE Electrical,154824,,,129533,,135612,122378,,,117355,136149,,110957,,,110674,,127466,210525,,215775,209435,,,E177,Rajeev Institute of Technology  Hassan,Mock1
EV EC  Engg(VLSI Design),155147,,,198108,,254625,217991,,,167501,,,145226,,,143263,,153170,262191,,263041,,,,E177,Rajeev Institute of Technology  Hassan,Mock1
IE Info.Science,119120,,,97961,,,103145,,129304,83730,,,87488,,,83082,95336,88802,170846,,,205041,227950,,E177,Rajeev Institute of Technology  Hassan,Mock1
ME Mechanical,,,,269643,,,,,,206823,,,,,,203527,,209917,260388,,,,,,E177,Rajeev Institute of Technology  Hassan,Mock1
"CA CS (AI, Machine Learning)",14486,,,10181,,12159,15139,,32499,9292,,,8682,,,8131,19116,8897,49169,85904,66456,40092,,40469,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore,Mock1
CS Computers,9822,,14124,8151,13370,10325,11860,,,6217,,7454,6075,12520,7557,5448,11379,7061,27959,36297,37340,27642,,30422,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore,Mock1
IE Info.Science,12347,,,11691,14776,14667,16423,,20779,8752,,10796,9181,,10180,8092,12414,10094,42019,46522,55983,45977,78398,54634,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore,Mock1
"AD Artificial Intel, Data Sc",112585,144871,,112589,,125259,100189,,,119557,,,110693,,,93773,,93871,209830,,222705,144627,,,E180,Bearys Institute of Technology  Mangalore,Mock1
CE Civil,,,,,,,,,,,,,,,,274057,,,,,,,,,E180,Bearys Institute of Technology  Mangalore,Mock1
CS Computers,,,106781,89690,,,87297,,99876,97032,,,99278,,,81363,,86315,177861,195191,,164626,,,E180,Bearys Institute of Technology  Mangalore,Mock1
EC Electronics,119347,,,125648,139237,,116555,,,119628,,,124588,,125578,116043,,116102,233805,,,274529,,,E180,Bearys Institute of Technology  Mangalore,Mock1
ME Mechanical,,,,,,,,,,,,,,,,249794,,,,,,,,,E180,Bearys Institute of Technology  Mangalore,Mock1
CE Civil,,,,,,,,,,,,,,,,273771,,,,,,,,,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",Mock1
CS Computers,,,,100888,111467,,104450,,,96824,,,94079,,,89784,,90392,135345,,157767,116910,,144836,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",Mock1
EC Electronics,134544,,135694,124381,,133981,147650,,,119761,,,121399,,,116906,132019,130336,204959,,250867,259086,,,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",Mock1
EE Electrical,192461,,,191243,,199865,257998,,,194182,,213826,167713,,,165208,168462,172292,251592,273181,,270379,,,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",Mock1
ME Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,E181,"Sri Basaveswara Institute of Technology  Tiptur, Tumkur(D)",Mock1
AE Aeronaut.Engg,,,,,,,,,,,,,,,,,,,,,,,,,E183,Sha-Shib College of Engineering  Chickballapur,Mock1
CE Civil,,,,,,,,,,,,,,,,,,,,,,,,,E183,Sha-Shib College of Engineering  Chickballapur,Mock1
CS Computers,,,,,,,,,,,,,,,,,,,,,,,,,E183,Sha-Shib College of Engineering  Chickballapur,Mock1
EC Electronics,,,,,,,,,,,,,,,,,,,,,,,,,E183,Sha-Shib College of Engineering  Chickballapur,Mock1
ME Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,E183,Sha-Shib College of Engineering  Chickballapur,Mock1
AI Artificial Intelligence,123840,,,122462,,123837,108648,,,108397,,129873,114259,,,107689,120902,121791,168429,217391,176660,213612,,231443,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
CE Civil,,,,,,,,,,235534,,,,,,213900,,220606,230489,,,,,,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
CO Computer Engineering,155293,,,138282,,146655,131959,,,130077,,,126606,,,124352,145697,127816,192085,,193755,218394,,,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
CS Computers,120375,,,124071,126783,130906,108204,,,112085,,,114215,,116500,106168,111825,112140,164245,164608,192856,180868,,200528,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
EC Electronics,131561,,166090,133989,,,145527,,,130626,,,133223,,,128874,141749,129038,192528,,270316,202164,263796,,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
ME Mechanical,,,,,,,,,,244642,,,,,,244329,,,270631,,,,,,E184,C Byre Gowda Institute of Technology  Kolar,Mock1
"AD Artificial Intel, Data Sc",115978,,,85244,94065,87550,81828,,,86107,,,75581,,,73514,,75938,156639,201253,227882,202935,,,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
CE Civil,,,,203600,,,,,,,,,,,,191069,203963,,220720,,,241217,,,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
CS Computers,74224,,,72242,75169,74617,68565,,,66781,,,60360,,68304,58492,60006,62306,146988,162285,201304,136690,,142579,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
EC Electronics,79024,,,78641,,88374,86519,,,,,,72625,,,71628,,76772,195265,,,116546,228495,204619,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
EE Electrical,,,,94415,,,,,192729,,,,111002,,,93041,,106886,232883,,,214430,,,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
ME Mechanical,,,,,,,,,,,,,,,,273165,,,,,,,,,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
RA Robotics and Automation,,,,119441,,,,,,,,154718,119868,,,116736,126380,141131,254152,,,252796,,,E185,Angadi Institute of Technology and Management  Belgaum,Mock1
AE Aeronaut.Engg,79585,,,75860,,,76357,,114066,79365,,89374,84124,,,67315,75995,80777,122353,,,119407,,,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore",Mock1
BM Bio Medical,,199682,,84756,,132555,90868,,,,,,99077,,,68434,,110023,143878,,159717,151182,,,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore",Mock1
